SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
SE-Htm,52,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,52,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,53,GRP_VAR_INFO,VAR_INFO_VARNAME,NETRAD
SE-Htm,53,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,53,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-Pyrrad-SW+LW
SE-Htm,53,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
SE-Htm,53,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,53,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,54,GRP_VAR_INFO,VAR_INFO_VARNAME,NETRAD
SE-Htm,54,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,54,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-Pyrrad-SW+LW
SE-Htm,54,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
SE-Htm,54,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,54,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,55,GRP_VAR_INFO,VAR_INFO_VARNAME,VPD
SE-Htm,55,GRP_VAR_INFO,VAR_INFO_HEIGHT,24
SE-Htm,55,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,55,GRP_VAR_INFO,VAR_INFO_UNIT,hPa
SE-Htm,55,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,55,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,56,GRP_VAR_INFO,VAR_INFO_VARNAME,VPD
SE-Htm,56,GRP_VAR_INFO,VAR_INFO_HEIGHT,27
SE-Htm,56,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,56,GRP_VAR_INFO,VAR_INFO_UNIT,hPa
SE-Htm,56,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,56,GRP_VAR_INFO,VAR_INFO_DATE,202408271600
SE-Htm,57,GRP_VAR_INFO,VAR_INFO_VARNAME,VPD
SE-Htm,57,GRP_VAR_INFO,VAR_INFO_HEIGHT,24
